EQUIPOS PARA REVISION QUITO - GUAYAQUIL;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ITEM;CD;AREA;MODELO;SN;ENE;MANTE_ENE;FEB;MANTE_FEB;MARZO;MANTE_MAR;ABRIL;MANTE_ABRIL;MAYO;MANTE_MAY;JUN;MANTE_JUN;JUL;MANTE_JUL;AGOST;MANTE_AGOSTO;SEP;MANTE_SEP;OCT;MANTE_OCT;NOV;MANTE_NOV;DIC;MANTE_DIC;;
301;CD LOMAS DE SARGENTILLO;SECOS;MC92;1330000500076    ;31/1/2024;Mantenimiento preventivo;;;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;2/5/2024;Mantenimiento preventivo;4/6/2024;Mantenimiento preventivo;11/7/2024;Mantenimiento preventivo;1/8/2024;Mantenimiento preventivo;12/9/2024;Mantenimiento preventivo;10/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;5/12/2024;Mantenimiento preventivo;;
302;CD LOMAS DE SARGENTILLO;SECOS;MC92;19283010559209    ;9/1/2024;Tactil;14/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;10/4/2024;Carcasa inferior;2/5/2024;Mantenimiento preventivo;4/6/2024;Carcasa inferior;11/7/2024;Teclado con protector;1/8/2024;Seguro de bateria;12/9/2024;Mantenimiento preventivo;10/10/2024;Mantenimiento preventivo;;;;;;
;;;;19283010559209    ;9/1/2024;Flex interno;;;;;;;;;;;11/7/2024;Carcasa inferior;;;;;;;;;;;;
303;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505101    ;31/1/2024;Mantenimiento preventivo;14/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;2/5/2024;Mantenimiento preventivo;4/6/2024;Mantenimiento preventivo;11/7/2024;Mantenimiento preventivo;8/8/2024;Mantenimiento preventivo;5/9/2024;Mantenimiento preventivo;10/10/2024;Mantenimiento preventivo;14/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
304;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505045    ;11/1/2024;Teclado con protector;14/2/2024;Mantenimiento preventivo;;;10/4/2024;Mantenimiento preventivo;9/5/2024;Mantenimiento preventivo;;;11/7/2024;Mantenimiento preventivo;8/8/2024;Mantenimiento preventivo;12/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;14/11/2024;Mantenimiento preventivo;5/12/2024;Mantenimiento preventivo;;
;;;;1505000505045    ;11/1/2024;Carcasa inferior;;;;;;;;;;;;;;;;;;;;;;;;
;;;;1505000505045    ;11/1/2024;Tactil;;;;;;;;;;;;;;;;;;;;;;;;
305;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505098    ;31/1/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;;;;;;;;;
306;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505134    ;11/1/2024;Carcasa inferior;14/2/2024;Mantenimiento preventivo;;;18/4/2024;Mantenimiento preventivo;;;;;11/7/2024;Mantenimiento preventivo;1/8/2024;Seguro de bateria;12/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;5/12/2024;Mantenimiento preventivo;;
307;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505040    ;31/1/2024;Mantenimiento preventivo;14/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;18/4/2024;Carcasa inferior;2/5/2024;Mantenimiento preventivo;4/6/2024;Mantenimiento preventivo;11/7/2024;Mantenimiento preventivo;1/8/2024;Mantenimiento preventivo;5/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;14/11/2024;Teclado con protector;5/12/2024;Mantenimiento preventivo;;
;;;;1505000505040    ;;;;;;;;;;;;;;;;;;;;;7/11/2024;Mantenimiento preventivo;;;;
308;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505048    ;9/1/2024;Mantenimiento preventivo;14/2/2024;Mantenimiento preventivo;13/3/2024;Boton Gatillo;18/4/2024;Teclado con protector;9/5/2024;Mantenimiento preventivo;4/6/2024;Mantenimiento preventivo;4/7/2024;Mantenimiento preventivo;8/8/2024;Mantenimiento preventivo;12/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;14/11/2024;Mantenimiento preventivo;5/12/2024;Mantenimiento preventivo;;
309;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505026    ;31/1/2024;Mantenimiento preventivo;14/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;9/5/2024;Mantenimiento preventivo;11/6/2024;Teclado con protector;11/7/2024;Mantenimiento preventivo;8/8/2024;Mantenimiento preventivo;12/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;12/12/2024;Teclado con protector;;
;;;;1505000505026    ;;;;;;;;;;;;;;;;;;;;;;;5/12/2024;Mantenimiento preventivo;;
310;CD LOMAS DE SARGENTILLO;SECOS;MC92;1632700500573    ;31/1/2024;Carcasa inferior;14/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;;;2/5/2024;Mantenimiento preventivo;4/6/2024;Mantenimiento preventivo;11/7/2024;Seguro de bateria;1/8/2024;Mantenimiento preventivo;12/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;12/12/2024;Carcasa inferior;;
;;;;1632700500573    ;;;;;;;;;;;;;;;;;;;;;;;5/12/2024;Mantenimiento preventivo;;
311;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505168    ;9/1/2024;Mantenimiento preventivo;14/2/2024;Carcasa superior;27/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;2/5/2024;Flex interno;4/6/2024;Mantenimiento preventivo;4/7/2024;Mantenimiento preventivo;1/8/2024;Mantenimiento preventivo;5/9/2024;Mantenimiento preventivo;10/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;5/12/2024;Mantenimiento preventivo;;
;;;;1505000505168    ;;;14/2/2024;Flex interno;;;;;;;;;;;;;;;;;;;;;;
;;;;1505000505168    ;;;14/2/2024;Tactil;;;;;;;;;;;;;;;;;;;;;;
312;CD LOMAS DE SARGENTILLO;SECOS;MC92;1632700500619    ;31/1/2024;Tactil;;;13/3/2024;Seguro de bateria;10/4/2024;Tactil;2/5/2024;Mantenimiento preventivo;4/6/2024;Mantenimiento preventivo;4/7/2024;Carcasa inferior;1/8/2024;Mantenimiento preventivo;12/9/2024;Mantenimiento preventivo;;;;;;;;
313;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505144    ;9/1/2024;Teclado con Protector;14/2/2024;Carcasa inferior;;;18/4/2024;Mantenimiento preventivo;2/5/2024;Mantenimiento preventivo;11/6/2024;Mantenimiento preventivo;11/7/2024;Teclado con protector;1/8/2024;Mantenimiento preventivo;5/9/2024;Carcasa inferior;3/10/2024;Seguro de bateria;7/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
;;;;1505000505144    ;;;;;;;;;;;;;4/7/2024;Mantenimiento preventivo;;;;;;;;;;;;
314;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505020    ;31/1/2024;Mantenimiento preventivo;21/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;2/5/2024;Mantenimiento preventivo;4/6/2024;Mantenimiento preventivo;11/7/2024;Mantenimiento preventivo;8/8/2024;Mantenimiento preventivo;5/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;14/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
315;CD LOMAS DE SARGENTILLO;SECOS;MC92;1805000505160    ;31/1/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;;;;;;;;;
316;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505064    ;9/1/2024;Mantenimiento preventivo;21/2/2024;Flex interno;13/3/2024;Ajuste de display;10/4/2024;Mantenimiento preventivo;9/5/2024;Mantenimiento preventivo;4/6/2024;Carcasa inferior;4/7/2024;Teclado con protector;1/8/2024;Mantenimiento preventivo;5/9/2024;Seguro de bateria;17/10/2024;Mantenimiento preventivo;7/11/2024;Carcasa inferior;18/12/2024;Mantenimiento preventivo;;
;;;;1505000505064    ;;;21/2/2024;Teclado con protector;13/3/2024;Colocan tornillos;;;;;;;;;;;;;;;;;;;;
317;CD LOMAS DE SARGENTILLO;SECOS;MC92;1811700500252    ;9/1/2024;Mantenimiento preventivo;14/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;18/4/2024;Teclado con protector;9/5/2024;Mantenimiento preventivo;4/6/2024;Flex interno;4/7/2024;Seguro de bateria;1/8/2024;Mantenimiento preventivo;12/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;14/11/2024;Carcasa inferior;5/12/2024;Mantenimiento preventivo;;
;;;;1811700500252    ;;;;;;;;;;;4/6/2024;Tactil;;;;;;;;;14/11/2024;Boton gatillo;;;;
318;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505037    ;9/1/2024;Mantenimiento preventivo;14/2/2024;Mantenimiento preventivo;13/3/2024;Colocan tornillos;18/4/2024;Mantenimiento preventivo;9/5/2024;Mantenimiento preventivo;4/6/2024;Mantenimiento preventivo;11/7/2024;Mantenimiento preventivo;1/8/2024;Teclado con protector;12/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;7/11/2024;Teclado con protector;12/12/2024;Mantenimiento preventivo;;
319;CD LOMAS DE SARGENTILLO;SECOS;MC92;1833400500692    ;31/1/2024;Mantenimiento preventivo;14/2/2024;Mantenimiento preventivo;;;18/4/2024;Mantenimiento preventivo;2/5/2024;Mantenimiento preventivo;4/6/2024;Carcasa inferior;4/7/2024;Mantenimiento preventivo;1/8/2024;Seguro de bateria;5/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;14/11/2024;Mantenimiento preventivo;5/12/2024;Seguro de bateria;;
320;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505130    ;31/1/2024;Carcasa inferior;14/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;;;;;11/7/2024;Boton gatillo;8/8/2024;Mantenimiento preventivo;5/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;7/11/2024;Teclado con protector;5/12/2024;Mantenimiento preventivo;;
321;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505170    ;9/1/2024;Mantenimiento preventivo;14/2/2024;Seguro de bateria;13/3/2024;Carcasa inferior;18/4/2024;Mantenimiento preventivo;2/5/2024;Mantenimiento preventivo;;;11/7/2024;Mantenimiento preventivo;1/8/2024;Tactil;12/9/2024;Mantenimiento preventivo;10/10/2024;Mantenimiento preventivo;14/11/2024;Mantenimiento preventivo;5/12/2024;Mantenimiento preventivo;;
;;;;1505000505170    ;;;;;;;;;;;;;;;1/8/2024;Flex;;;;;;;;;;
;;;;1505000505170    ;;;;;;;;;;;;;;;1/8/2024;Carcasa superior;;;;;;;;;;
322;CD LOMAS DE SARGENTILLO;SECOS;MC92;1632700500679    ;9/1/2024;Mantenimiento preventivo;14/2/2024;Mantenimiento preventivo;27/3/2024;Seguro de bateria;10/4/2024;Mantenimiento preventivo;9/5/2024;Mantenimiento preventivo;;;11/7/2024;Mantenimiento preventivo;8/8/2024;Mantenimiento preventivo;12/9/2024;Teclado con protector;17/10/2024;Carcasa inferior;7/11/2024;Mantenimiento preventivo;5/12/2024;Mantenimiento preventivo;;
;;;;1632700500679    ;;;;;;;;;;;;;;;;;;;3/10/2024;Carcasas superior;;;;;;
;;;;1632700500679    ;;;;;;;;;;;;;;;;;;;3/10/2024;Flex;;;;;;
;;;;1632700500679    ;;;;;;;;;;;;;;;;;;;3/10/2024;Tactil;;;;;;
323;CD LOMAS DE SARGENTILLO;SECOS;MC92;1833300501148    ;11/1/2024;Teclado con protector;14/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;9/5/2024;Carcasa inferior;;;4/7/2024;Seguro de bateria;1/8/2024;Mantenimiento preventivo;5/9/2024;Mantenimiento preventivo;17/10/2024;Mantenimiento preventivo;7/11/2024;Carcasa inferior;5/12/2024;Mantenimiento preventivo;;
;;;;1833300501148    ;11/1/2024;Tactil;;;;;;;;;;;;;;;;;;;;;;;;
324;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505145    ;31/1/2024;Mantenimiento preventivo;;;13/3/2024;Mantenimiento preventivo;18/4/2024;Carcasa inferior;2/5/2024;Mantenimiento preventivo;11/6/2024;Flex de video;4/7/2024;Tactil;1/8/2024;Mantenimiento preventivo;;;;;;;12/12/2024;Mantenimiento preventivo;;
;;;;1505000505145    ;;;;;;;;;;;11/6/2024;Gatillo MC92;;;;;;;;;;;;;;
325;CD LOMAS DE SARGENTILLO;SECOS;MC92;1833300501159    ;31/1/2024;Mantenimiento preventivo;14/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Seguro de bateria;9/5/2024;Mantenimiento preventivo;;;;;1/8/2024;Mantenimiento preventivo;12/9/2024;Seguro de bateria;10/10/2024;Mantenimiento preventivo;;;5/12/2024;Mantenimiento preventivo;;
;;;;1833300501159    ;;;;;;;10/4/2024;Boton gatillo;;;;;;;;;;;10/10/2024;Mantenimiento preventivo;;;;;;
326;CD LOMAS DE SARGENTILLO;SECOS;MC92;19337010559304    ;31/1/2024;Mantenimiento preventivo;21/2/2024;Teclado con protector;;;10/4/2024;Mantenimiento preventivo;9/5/2024;Mantenimiento preventivo;4/6/2024;Mantenimiento preventivo;4/7/2024;Mantenimiento preventivo;8/8/2024;Seguro de bateria;5/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;5/12/2024;Mantenimiento preventivo;;
327;CD LOMAS DE SARGENTILLO;SECOS;MC92;1330000500068    ;11/1/2024;Teclado con protector;14/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;9/5/2024;Mantenimiento preventivo;4/6/2024;Mantenimiento preventivo;;;8/8/2024;Mantenimiento preventivo;5/9/2024;Mantenimiento preventivo;17/10/2024;Flex;7/11/2024;Mantenimiento preventivo;5/12/2024;Mantenimiento preventivo;;
;;;;1330000500068    ;;;;;;;;;;;;;;;;;;;17/10/2024;Carcasa superior;;;;;;
;;;;1330000500068    ;;;;;;;;;;;;;;;;;;;17/10/2024;Tactil;;;;;;
328;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505032    ;31/1/2024;Mantenimiento preventivo;14/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;;;;;;;8/8/2024;Mantenimiento preventivo;;;;;;;;;;
329;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505023    ;31/1/2024;Teclado con protector;14/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;;;;;4/7/2024;Mantenimiento preventivo;7/8/2024;Se devuelve equipo;5/9/2024;Mantenimiento preventivo;17/10/2024;Seguro de bateria;14/11/2024;Mantenimiento preventivo;5/12/2024;Seguro de bateria;;
;;;;1505000505023    ;;;;;;;;;;;;;;;1/8/2024;Se retira a laboratorio;;;;;;;;;;
330;CD LOMAS DE SARGENTILLO;SECOS;MC92;19337010559246    ;31/1/2024;Mantenimiento preventivo;14/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;2/5/2024;Mantenimiento preventivo;11/6/2024;Teclado con protector;4/7/2024;Mantenimiento preventivo;8/8/2024;Mantenimiento preventivo;5/9/2024;Mantenimiento preventivo;10/10/2024;Carcasa inferior;7/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
;;;;19337010559246    ;;;;;;;;;;;;;;;;;;;10/10/2024;Boton gatillo;;;;;;
331;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505034    ;31/1/2024;Mantenimiento preventivo;14/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;9/5/2024;Mantenimiento preventivo;11/6/2024;Mantenimiento preventivo;4/7/2024;Mantenimiento preventivo;1/8/2024;Mantenimiento preventivo;12/9/2024;Mantenimiento preventivo;3/10/2024;Seguro de bateria;7/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
332;CD LOMAS DE SARGENTILLO;SECOS;MC92;1632700500653    ;9/1/2024;Mantenimiento preventivo;14/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;17/4/2024;Mantenimiento preventivo;2/5/2024;Boton gatillo;4/6/2024;Mantenimiento preventivo;;;8/8/2024;Mantenimiento preventivo;12/9/2024;Teclado con protector;3/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
;;;;1632700500653    ;;;;;;;;;;;;;;;;;12/9/2024;Boton gatillo;;;;;;;;
333;CD LOMAS DE SARGENTILLO;SECOS;WT41;19006523025479    ;31/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;9/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventvio;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;;;;
334;CD LOMAS DE SARGENTILLO;FRIOS;WT41;19003523020076    ;31/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;17/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventvio;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;14/12/2024;Mantenimiento preventivo;;
335;CD LOMAS DE SARGENTILLO;SECOS;WT41;18265523022295    ;;;7/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;9/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;;;10/7/2024;Mantenimiento preventvio;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;14/12/2024;Mantenimiento preventivo;;
336;CD LOMAS DE SARGENTILLO;SECOS;WT41;19003523020062    ;31/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;9/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventvio;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;14/12/2024;Mantenimiento preventivo;;
337;CD LOMAS DE SARGENTILLO;SECOS;WT41;19002523020574    ;31/1/2024;Mantenimiento preventivo;7/2/2024;Mantenimiento preventivo;12/3/2024;Mantenimiento preventivo;9/4/2024;Mantenimiento preventivo;1/5/2024;Mantenimiento preventivo;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventvio;7/8/2024;Mantenimiento preventivo;4/9/2024;Mantenimiento preventivo;2/10/2024;Mantenimiento preventivo;13/11/2024;Mantenimiento preventivo;14/12/2024;Mantenimiento preventivo;;
338;CD LOMAS DE SARGENTILLO;SECOS;WT41;18133152302086    ;31/1/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;;;;;;;;;
339;CD LOMAS DE SARGENTILLO;SECOS;MC92;1833300501146    ;9/1/2024;Mantenimiento preventivo;14/2/2024;Teclado con protector;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;;;;;4/7/2024;Mantenimiento preventivo;1/8/2024;Mantenimiento preventivo;5/9/2024;Seguro de bateria;3/10/2024;Boton gatillo;7/11/2024;Carcasa inferior;21/12/2024;Tactil;;
;;;;1833300501146    ;;;;;;;;;;;;;;;;;;;;;;;12/12/2024;Mantenimiento preventivo;;
340;CD LOMAS DE SARGENTILLO;SECOS;MC92;1632700500656    ;9/1/2024;Mantenimiento preventivo;14/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;;;11/6/2024;Mantenimiento preventivo;4/7/2024;Mantenimiento preventivo;8/8/2024;Mantenimiento preventivo;5/9/2024;Mantenimiento preventivo;10/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;5/12/2024;Seguro de bateria;;
341;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505044    ;31/1/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;;;;;;;;;
342;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505022    ;9/1/2024;Mantenimiento preventivo;21/2/2024;Boton gatillo;;;18/4/2024;Mantenimiento preventivo;2/5/2024;Mantenimiento preventivo;;;;;;;12/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;5/12/2024;Mantenimiento preventivo;;
;;;;1505000505022    ;;;14/2/2024;Mantenimineto preventivo;;;;;;;;;;;;;;;;;;;;;;
343;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505096    ;9/1/2024;Mantenimiento preventivo;;;27/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;2/5/2024;Mantenimiento preventivo;11/6/2024;Mantenimiento preventivo;11/7/2024;Teclado con protector;1/8/2024;Mantenimiento preventivo;5/9/2024;Carcasa inferior;3/10/2024;Mantenimiento preventivo;14/11/2024;Mantenimiento preventivo;5/12/2024;Mantenimiento preventivo;;
;;;;1505000505096    ;;;21/2/2024;Mantenimiento preventivo;;;;;1/5/2024;Flex de video;;;;;;;;;;;;;;;;
;;;;1505000505096    ;;;;;;;;;1/5/2024;Teclado con protector;;;;;;;;;;;;;;;;
344;CD LOMAS DE SARGENTILLO;SECOS;MC92;1505000505104    ;31/1/2024;Flex interno;14/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;18/4/2024;Mantenimiento preventivo;;;4/6/2024;Mantenimiento preventivo;;;1/8/2024;Mantenimiento preventivo;12/9/2024;Teclado con protector;10/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;12/12/2024;Carcasa inferior;;
;;;;1505000505104    ;31/1/2024;Carcasa inferior ;;;;;;;;;;;;;;;;;10/10/2024;Mantenimiento preventivo;;;12/12/2024;Teclado con protector;;
;;;;1505000505104    ;31/1/2024;Teclado con protector;;;;;;;;;;;;;;;;;10/10/2024;Mantenimiento preventivo;;;5/12/2024;Mantenimiento preventivo;;
345;CD LOMAS DE SARGENTILLO;SECOS;MC92;1632700500575    ;31/1/2024;Seguro de bateria;14/2/2024;Mantenimiento preventivo;27/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;2/5/2024;Mantenimiento preventivo;;;11/7/2024;Mantenimiento preventivo;8/8/2024;Mantenimiento preventivo;5/9/2024;Mantenimiento preventivo;17/10/2024;Mantenimiento preventivo;14/11/2024;Mantenimiento preventivo;5/12/2024;Teclado con protector;;
346;CD LOMAS DE SARGENTILLO;SECOS;MC92;1928310559209    ;31/1/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;;;;;;;;;
347;CD LOMAS DE SARGENTILLO;SECOS;MC92;ID 74;31/1/2024;Mantenimiento preventivo;14/2/2024;Mantenimiento preventivo;;;10/4/2024;Mantenimiento preventivo;2/5/2024;Mantenimiento preventivo;;;4/7/2024;Mantenimiento preventivo;1/8/2024;Seguro de bateria;5/9/2024;Mantenimiento preventivo;10/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;12/12/2024;Mantenimiento preventivo;;
348;CD LOMAS DE SARGENTILLO;SECOS;MC92;1032700500553    ;11/1/2024;Mantenimiento preventivo;;;;;;;;;;;;;;;;;;;;;;;;
349;CD LOMAS DE SARGENTILLO;FRIOS;MC92;19283010559229    ;11/1/2024;Teclado con Protector;;;;;17/4/2024;Mantenimiento preventivo;;;5/6/2024;Mantenimiento preventivo;10/7/2024;Mantenimiento preventvio;7/8/2024;Mantenimiento preventivo;;;;;13/11/2024;Mantenimiento preventivo;4/12/2024;Seguro de bateria;;
;;;;19283010559229    ;11/1/2024;Seguro de bateira;;;;;;;;;;;;;;;;;;;;;;;;
350;CD LOMAS DE SARGENTILLO;SECOS;ZT411;99N222203437;11/1/2024;Mantenimiento preventivo;14/2/2024;Mantenimiento preventivo;13/3/2024;Mantenimiento preventivo;10/4/2024;Mantenimiento preventivo;2/5/2024;Mantenimiento preventivo;;;4/7/2024;Mantenimiento preventivo;1/8/2024;Mantenimiento preventivo;5/9/2024;Mantenimiento preventivo;3/10/2024;Mantenimiento preventivo;7/11/2024;Mantenimiento preventivo;5/12/2024;Mantenimiento preventivo;;
